CodSite;lat;long;specie;NumIndiv;habitat
Site3;-22.7222082;-42.628058;Pouteria caimito (Ruiz & Pav.) Radlk.;1;Submontane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Pouteria caimito (Ruiz & Pav.) Radlk.;7;Submontane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Pouteria coelomatica Rizzini      ;66;Submontane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Pouteria filipes Eyma;19;Submontane Seasonal Atlantic Forest
Site2;-22.528333;-50.715556;Pouteria filipes Eyma;3;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Pouteria gardneriana (A.DC.) Radlk.;2;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Pouteria gardneriana (A.DC.) Radlk.;1;Montane Cloud Atlantic Forest
Site11;-8.032611;-35.192125;Pouteria glomerata (Miq.) Radlk.;5;Lowlands Seasonal Atlantic Forest 
Site16;-8.016667;-35.174167;Pouteria grandiflora (A.DC.) Baehni;4;Lowlands Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Pouteria lucens (Mart. & Miq.) Radlk.;3;Lowlands Seasonal Atlantic Forest 
Site10;-20.673889;-40.393889;Pouteria peduncularis (Mart. & Eichl.) Baehni   ;3;Submontane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Pouteria reticulata (Engl.) Eyma;4;Submontane Seasonal Atlantic Forest
Site2;-22.528333;-50.715556;Pouteria reticulata (Engl.) Eyma;3;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Pouteria torta (Mart.) Radlk.;2;Montane Seasonal Atlantic Forest 
Site9;-25.444167;-48.931667;Promenaea stapelioides (Link e Otto) Lindl.;0;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Protium aracouchini (Aubl.) Marchand;11;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Protium aracouchini (Aubl.) Marchand;1;Lowlands Seasonal Atlantic Forest 
Site16;-8.016667;-35.174167;Protium aracouchini (Aubl.) Marchand;1;Lowlands Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Protium giganteum Engl.;2;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Protium giganteum Engl.;28;Lowlands Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Protium heptaphyllum (Aubl.) Marchand;8;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Protium heptaphyllum (Aubl.) Marchand;17;Lowlands Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Protium heptaphyllum (Aubl.) Marchand;12;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Protium heptaphyllum (Aubl.) Marchand;93;Lowlands Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Protium heptaphyllum (Aubl.) Marchand;32;Submontane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Protium spruceanum (Benth.) Engl.;8;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Protium widgrenii Engl.;1;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Prunus myrtifolia (L.) Urb.;2;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Prunus myrtifolia (L.) Urb.;9;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Prunus myrtifolia (L.) Urb.;10;Montane Cloud Atlantic Forest
Site15;-27.816111;-50.324167;Prunus myrtifolia (L.) Urb.;7;Mixed Ombrophilous Atlantic Forest
Site8;-22.710833;-45.931667;Prunus myrtifolia (L.) Urb.;0;High-montane Dense Ombrophilous Atlantic Forest
Site9;-25.444167;-48.931667;Pseuderanthemum riedelianum Nees;0;Montane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Pseudobombax grandiflorum (Cav.) A. Robyns    ;25;Submontane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Pseudobombax grandiflorum (Cav.) A. Robyns    ;1;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Pseudobombax grandiflorum (Cav.) A. Robyns    ;2;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Pseudolmedia hirtula Kuhlm.;1;Montane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima;39;Submontane Seasonal Atlantic Forest
Site3;-22.7222082;-42.628058;Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima;6;Submontane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima;5;Montane Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima;19;Montane Seasonal Atlantic Forest 
Site2;-22.528333;-50.715556;Pseudopiptadenia inaequalis (Benth.) Rauschert;6;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Pseudopiptadenia warmingii (Benth.);1;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Psidium guineense Sw.;2;Lowlands Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Psidium myrtoides O.Berg;1;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Psychotria birotula L.B. Sm. e Downs;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Psychotria brachypoda (Müll. Arg.) Britton;0;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Psychotria capitata Ruiz & Pav.;101;Lowlands Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Psychotria carthagenensis Jacq.;2;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Psychotria carthagenensis Jacq.;2;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Psychotria dusenii Standl.;0;High-montane Dense Ombrophilous Atlantic Forest
Site9;-25.444167;-48.931667;Psychotria leiocarpa Cham. e Schltr.;0;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Psychotria nuda (Cham. & Schltdl.) Wawra;2;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Psychotria pallens Gardner;1;Montane Seasonal Atlantic Forest 
Site8;-22.710833;-45.931667;Psychotria stachyoides Benth.;0;High-montane Dense Ombrophilous Atlantic Forest
Site14;-21.976389;-43.878889;Psychotria stachyoides Benth.;34;Montane Cloud Atlantic Forest
Site2;-22.528333;-50.715556;Psychotria subspathacea MÃ¼ll.Arg.;20;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Psychotria suterella MÃ¼ll.Arg.;106;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Psychotria suterella MÃ¼ll.Arg.;1;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Psychotria vellosiana Benth.;26;Submontane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Psychotria vellosiana Benth.;4;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Psychotria vellosiana Benth.;17;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Psychotria vellosiana Benth.;0;High-montane Dense Ombrophilous Atlantic Forest
Site14;-21.976389;-43.878889;Psychotria vellosiana Benth.;41;Montane Cloud Atlantic Forest
Site11;-8.032611;-35.192125;Pterocarpus rhorii Vahl;46;Lowlands Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Pterocarpus rhorii Vahl;1;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Pterocarpus rhorii Vahl;3;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Pterygota brasiliensis Allemão;10;Lowlands Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Qualea gestasiana A.St.-Hil.;2;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Qualea glaziovii Warm.;1;Montane Seasonal Atlantic Forest 
Site2;-22.528333;-50.715556;Quararibea turbinata (Sw.) Poir.;16;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Quararibea turbinata (Sw.) Poir.;3;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Quiina cruegeriana Griseb.;65;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Quiina cruegeriana Griseb.;6;Lowlands Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Quiina glaziovii Engl.;2;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Quiina margallano-gomesii Schwacke;1;Montane Cloud Atlantic Forest
Site15;-27.816111;-50.324167;Quillaja brasiliensis (A.St.-Hil. & Tul.) Mart.;1;Mixed Ombrophilous Atlantic Forest
Site1;-20.798333;-41.292778;Ramisia brasiliensis Oliv.;44;Submontane Seasonal Atlantic Forest
Site10;-20.673889;-40.393889;Rauia nodosa (Engl.) Kallunki     ;1;Submontane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Rauvolfia grandiflora Mart. ex A.DC.;1;Montane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Rauvolfia mattfeldiana Markgr.      ;8;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Recordia reitzii (Moldenke) Thode & Oâ€™Leary;18;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex MadriÃ±Ã¡n;1;Montane Seasonal Atlantic Forest 
Site11;-8.032611;-35.192125;Richeria grandis Vahl;1;Lowlands Seasonal Atlantic Forest 
Site1;-20.798333;-41.292778;Rinorea bahiensis (Moric.) Kuntze;51;Submontane Seasonal Atlantic Forest
Site2;-22.528333;-50.715556;Rinorea guianensis Aubl.;2;Montane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Rodostemonodaphne capixabensis Baitello & Coe-Teix.    ;7;Submontane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Rollinia emarginata Schltdl.;0;High-montane Dense Ombrophilous Atlantic Forest
Site3;-22.7222082;-42.628058;Rollinia laurifolia Schltdl.;3;Submontane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Roupala longipetiolata Pohl;0;High-montane Dense Ombrophilous Atlantic Forest
Site2;-22.528333;-50.715556;Roupala montana Aubl.;1;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Roupala montana Aubl.;15;Mixed Ombrophilous Atlantic Forest
Site6;-19.616667;-43.4;Roupala montana Aubl.;4;Montane Seasonal Atlantic Forest 
Site4;-28.733333;-49.75;Rudgea jasminoides (Cham.) MÃ¼ll.Arg.;26;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Rudgea jasminoides (Cham.) MÃ¼ll.Arg.;1;Montane Cloud Atlantic Forest
Site2;-22.528333;-50.715556;Rudgea recurva MÃ¼ll.Arg.;3;Montane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Rudgea reticulata Benth.      ;27;Submontane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Ruellia solitaria Vell.;0;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Rustia formosa (Cham. & Schltdl.) Klotzsch;4;Montane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Rustia gracilis K.Schum.;1;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Sacoglottis mattogrossensis Malme;2;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Salacia grandifolia (Mart. ex Schult.) G.Don;16;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Sapium glandulosum (L.) Morong;1;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Sapium glandulosum (L.) Morong;8;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Sapium glandulosum (L.) Morong;0;High-montane Dense Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Sapium glandulosum (L.) Morong;2;Mixed Ombrophilous Atlantic Forest
Site4;-28.733333;-49.75;Schefflera angustissima (Marchal) Frodin;2;Montane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Schefflera morototoni (Aubl.) Maguire et al.;1;Montane Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Schefflera morototoni (Aubl.) Maguire et al.;6;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Schefflera morototoni (Aubl.) Maguire et al.;2;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Schefflera morototoni (Aubl.) Maguire et al.;2;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Schefflera morototoni (Aubl.) Maguire et al.;18;Lowlands Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Schinus terebinthifolius Raddi      ;3;Mixed Ombrophilous Atlantic Forest
Site10;-20.673889;-40.393889;Schinus terebinthifolius Raddi      ;1;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Schizocalyx cuspidatus (A.St.-Hil.) Kainul. & B. Bremer;2;Montane Seasonal Atlantic Forest 
Site1;-20.798333;-41.292778;Schoepfia brasiliensis A.DC.;14;Submontane Seasonal Atlantic Forest
Site9;-25.444167;-48.931667;Scleria panicoides Kunth;0;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Scutia buxifolia Reissek;61;Mixed Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Sebastiania brasiliensis Spreng.;17;Mixed Ombrophilous Atlantic Forest
Site12;-22.003611;-43.888333;Seguieria langsdorfii Moq.;3;0
Site14;-21.976389;-43.878889;Seguieria langsdorfii Moq.;4;Montane Cloud Atlantic Forest
Site8;-22.710833;-45.931667;Senecio macrotis Baker;0;High-montane Dense Ombrophilous Atlantic Forest
Site1;-20.798333;-41.292778;Senefeldera verticillata (Vell.) Croizat;1062;Submontane Seasonal Atlantic Forest
Site2;-22.528333;-50.715556;Senefeldera verticillata (Vell.) Croizat;13;Montane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Senegalia polyphylla (DC.) Britton & Rose;4;Submontane Seasonal Atlantic Forest
Site5;-22.616667;-43.883333;Senna multijuga (Rich.) H.S.Irwin & Barneby;1;Montane Seasonal Atlantic Forest 
Site10;-20.673889;-40.393889;Simaba cuneata A. St.-Hil. & Tul.   ;29;Submontane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Simarouba amara Aubl.;6;Submontane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Simarouba amara Aubl.;9;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Simarouba amara Aubl.;20;Lowlands Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Simira sampaioana (Standl.) Steyerm.;2;Montane Seasonal Atlantic Forest 
Site3;-22.7222082;-42.628058;Siparuna guianensis Aubl.;86;Submontane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Siparuna guianensis Aubl.;6;Montane Seasonal Atlantic Forest 
Site16;-8.016667;-35.174167;Siparuna guianensis Aubl.;35;Lowlands Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Siparuna reginae (Tul.) A.DC.;15;Montane Seasonal Atlantic Forest 
Site9;-25.444167;-48.931667;Siphocampylos convolvulaceus (Cham.) G. Don;0;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Siphoneugena densiflora O.Berg;1;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Siphoneugena widgreniana O.Berg;1;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Sloanea guianensis (Aubl.) Benth.;2;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Sloanea guianensis (Aubl.) Benth.;2;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Sloanea guianensis (Aubl.) Benth.;3;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Sloanea guianensis (Aubl.) Benth.;3;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Sloanea guianensis (Aubl.) Benth.;2;Montane Cloud Atlantic Forest
Site16;-8.016667;-35.174167;Sloanea guianensis (Aubl.) Benth.;1;Lowlands Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Sloanea monosperma Vell.;2;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Sloanea stipitata Spruce ex Benth.;7;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Solanum bullatum Vell.;1;Montane Cloud Atlantic Forest
Site8;-22.710833;-45.931667;Solanum caeruleum Vell.;0;High-montane Dense Ombrophilous Atlantic Forest
Site14;-21.976389;-43.878889;Solanum cinnamomeum Sendtn.;18;Montane Cloud Atlantic Forest
Site14;-21.976389;-43.878889;Solanum leucodendron Sendtn.;20;Montane Cloud Atlantic Forest
Site15;-27.816111;-50.324167;Solanum pabstii L.B.Sm. & Downs;8;Mixed Ombrophilous Atlantic Forest
Site8;-22.710833;-45.931667;Solanum pseudoquina A. St.-Hil.;0;High-montane Dense Ombrophilous Atlantic Forest
Site4;-28.733333;-49.75;Solanum pseudoquina A. St.-Hil.;2;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Solanum pseudoquina A. St.-Hil.;2;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Solanum rivulare Mart.;0;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Solanum sanctae-catharinae Dunal;6;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Solanum sanctae-catharinae Dunal;13;Mixed Ombrophilous Atlantic Forest
Site3;-22.7222082;-42.628058;Solanum swartzianum Roem. & Schult.;1;Submontane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Solanum swartzianum Roem. & Schult.;0;High-montane Dense Ombrophilous Atlantic Forest
Site10;-20.673889;-40.393889;Solanum sycocarpum Mart. & Sendtn.    ;5;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Sorocea bonplandii (Baill.) W.C.Burger et al.;4;Montane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Sorocea bonplandii (Baill.) W.C.Burger et al.;25;Montane Seasonal Atlantic Forest 
Site12;-22.003611;-43.888333;Sorocea bonplandii (Baill.) W.C.Burger et al.;8;0
Site1;-20.798333;-41.292778;Sorocea guilleminiana Gaudich.;31;Submontane Seasonal Atlantic Forest
Site2;-22.528333;-50.715556;Sorocea guilleminiana Gaudich.;3;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Sorocea guilleminiana Gaudich.;1;Montane Seasonal Atlantic Forest 
Site3;-22.7222082;-42.628058;Sorocea hilarii Gaudich.;3;Submontane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Sorocea hilarii Gaudich.;5;Lowlands Seasonal Atlantic Forest 
Site16;-8.016667;-35.174167;Sorocea hilarii Gaudich.;2;Lowlands Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Sorocea klotzschiana Baill.;3;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Sparattosperma leucanthum (Vell.) K.Schum.;4;Submontane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Sparattosperma leucanthum (Vell.) K.Schum.;2;Montane Seasonal Atlantic Forest 
Site14;-21.976389;-43.878889;Sparattosperma leucanthum (Vell.) K.Schum.;1;Montane Cloud Atlantic Forest
Site13;-21.999167;-43.890833;Spirotheca rivieri (Decne.) Ulbr.;17;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Spondias lutea Royen ex Blume;6;Lowlands Seasonal Atlantic Forest 
Site1;-20.798333;-41.292778;Spondias venulosa (Engl.) Engl.;2;Submontane Seasonal Atlantic Forest
Site9;-25.444167;-48.931667;Staurogyne mandioccana Nees;0;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Strychnos brasiliensis Mart.;4;Mixed Ombrophilous Atlantic Forest
Site7;-7.633333;-35.5;Stryphnodendron pulcherrimum (Willd.) Hochr.;1;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Stylogyne lhotzkyana (A.DC.) Mez;2;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Styrax acuminatus Pohl;4;Mixed Ombrophilous Atlantic Forest
Site7;-7.633333;-35.5;Styrax camporum Pohl;3;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Styrax leprosus Hook. & Arn.;10;Mixed Ombrophilous Atlantic Forest
Site8;-22.710833;-45.931667;Styrax pohli A. DC.;0;High-montane Dense Ombrophilous Atlantic Forest
Site13;-21.999167;-43.890833;Styrax pohli A. DC.;2;Montane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Swartzia apetala Raddi;7;Submontane Seasonal Atlantic Forest
Site6;-19.616667;-43.4;Swartzia apetala Raddi;1;Montane Seasonal Atlantic Forest 
Site5;-22.616667;-43.883333;Swartzia langsdorffii Raddi;7;Montane Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Swartzia macrostachya Benth.;4;Montane Seasonal Atlantic Forest 
Site2;-22.528333;-50.715556;Swartzia myrtifolia var. elegans (Schott) R.S.Cowan;3;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Swartzia pickelii Killip ex Ducke;1;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Swartzia pickelii Killip ex Ducke;15;Lowlands Seasonal Atlantic Forest 
Site16;-8.016667;-35.174167;Swartzia pickelii Killip ex Ducke;1;Lowlands Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Swartzia simplex (Sw.) Spreng.;1;Submontane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Syderoxylon obtusifolium (Roem. & Schult.) T.D. Penn.  ;2;Submontane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Symphonia globulifera L.f.;1;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Symphonia globulifera L.f.;23;Lowlands Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Symplocos celastrinea Mart. ex Miq.;0;High-montane Dense Ombrophilous Atlantic Forest
Site8;-22.710833;-45.931667;Symplocos falcata Brand;0;High-montane Dense Ombrophilous Atlantic Forest
Site7;-7.633333;-35.5;Symplocos neglecta Brand;2;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Symplocos uniflora (Pohl) Benth.;20;Mixed Ombrophilous Atlantic Forest
Site3;-22.7222082;-42.628058;Syzygium jambos (L.) Alston;6;Submontane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Syzygium jambos (L.) Alston;1;Montane Seasonal Atlantic Forest 
Site1;-20.798333;-41.292778;Tabebuia cassinoides (Lam.) DC.;11;Submontane Seasonal Atlantic Forest
Site11;-8.032611;-35.192125;Tabebuia serratifolia (Vahl) G. Nichols;56;Lowlands Seasonal Atlantic Forest 
Site2;-22.528333;-50.715556;Tabebuia stenocalyx Sprague & Stapf;1;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Tabernaemontana catharinensis A.DC.;1;Submontane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Tabernaemontana laeta Mart.;2;Submontane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Tabernaemontana laeta Mart.;8;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Tachigali densiflora (Benth.) L.G.Silva & H.C.Lima;24;Lowlands Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Tachigali paratyensis (Vell.) H.C.Lima;1;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Tachigali rugosa (Mart. ex Benth.) Zarucchi & Pipoly;5;Montane Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Tachigali subvelutina (Benth.) Oliveira-Filho;1;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Talisia macrophylla (Mart.) Radlk.;4;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Tapirira guianensis Aubl.;6;Submontane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Tapirira guianensis Aubl.;1;Montane Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Tapirira guianensis Aubl.;6;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Tapirira guianensis Aubl.;8;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Tapirira guianensis Aubl.;2;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Tapirira guianensis Aubl.;19;Lowlands Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Tapirira obtusa (Benth.) J.D.Mitch.;4;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Tapirira obtusa (Benth.) J.D.Mitch.;7;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Terminalia januariensis DC.;2;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Tetrorchidium rubrivenium Poepp.;22;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Thyrsodium spruceanum Benth.;41;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Thyrsodium spruceanum Benth.;22;Lowlands Dense Ombrophilous Atlantic Forest 
Site12;-22.003611;-43.888333;Tibouchina estrellensis (Raddi) Cogn.;1;0
Site14;-21.976389;-43.878889;Tibouchina granulosa (Desr.) Cogn.;9;Montane Cloud Atlantic Forest
Site14;-21.976389;-43.878889;Tibouchina mutabilis Cogn.;2;Montane Cloud Atlantic Forest
Site6;-19.616667;-43.4;Toulicia laevigata Radlk.;17;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Tovomita brevistaminea Engl.;1;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Tovomita brevistaminea Engl.;59;Lowlands Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Tovomita leucantha (Schltdl.) Planch. & Triana;3;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Tovomita mangle G. Mariz;123;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Tovomitopsis paniculata (Spreng.) Planch. & Triana;1;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Tovomitopsis paniculata (Spreng.) Planch. & Triana;1;Montane Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Trattinnickia ferruginea Kuhlm.;1;Montane Seasonal Atlantic Forest 
